Source,Target,Duration
15,2,0.006578414572388169
2,3,0.031092232159608102
3,16,0.01048320644011369
16,2,0.07202223525216311
2,10,0.3154037221121655
10,13,0.07859084714289111
13,6,0.04828919328014081
6,3,0.1904617564582054
3,2,0.10243938516143203
2,7,0.7609024163761262
7,13,0.011136219577139173
13,3,0.11444969544250228
3,2,0.028544416548598406
2,3,0.2407404590957185
3,2,0.031855568892623864
2,5,0.06301375911733942
5,13,0.4702811237549156
13,13,0.18899248106606592
13,5,0.32166904232781235
5,5,0.0688212351628863
5,13,0.006759063214275329
13,5,0.22218217110588512
5,5,0.02797646602365944
5,5,0.06963503884090017
5,5,0.06452322867393434
5,6,0.07090665465103996
6,13,0.03659868320474402
13,6,0.2478325727783215
6,13,0.20551191789107293
13,7,0.4034280697447201
7,14,0.06461704373086263
14,3,0.21722584222402475
3,14,0.25787069931324424
14,15,0.0543066851088696
15,11,0.04616103169692565
11,14,0.16812279679739106
14,6,0.06539726939128343
6,2,0.009902248000926761
2,14,0.06263833165920119
14,3,0.13428949655197187
3,1,0.10392580825862296
1,2,0.248814037404955
2,3,0.00448689634548316
3,4,0.24317698204606586
4,10,0.06907369703273503
10,7,0.03808148031784242
7,6,0.1782122412648448
6,7,0.0979030681886286
7,1,0.2719734925641717
1,11,0.00767401444988991
11,6,0.12742544834058833
6,7,0.14072742240109903
7,9,0.016705255534120056
9,9,0.4231781262142391
9,9,0.1432672139489739
9,6,0.5567518724648295
6,9,0.3713263650905958
9,7,0.13400735461704016
7,6,0.1436466436680064
6,1,0.1017585870715152
1,7,0.04957611592789135
7,1,0.03311248578799564
1,9,0.024020440025338985
9,5,0.5183343678404242
5,1,0.05676349470081732
1,6,0.2924279180939493
6,15,0.1796648569486763
15,1,0.07046334408735788
1,9,0.09623756103090386
9,14,0.01371470393354457
14,1,0.170204012835228
1,9,0.04918664591119182
9,10,0.2684437648292146
10,10,0.5072300811175694
10,1,0.01035243665529606
1,2,0.1388480928006004
2,7,0.00329948140992542
7,8,0.02443195828647049
8,2,0.03054923930329778
2,3,3.294891472478412e-4
3,15,0.20842631286441815
15,2,0.2762402279296623
2,15,0.38092863236883545
15,14,0.3414497941428749
14,15,0.24664167221837374
15,13,0.32514535228605723
13,2,0.13558136906564755
2,11,0.09790078934705093
11,10,0.19987024751981153
10,13,0.6784133095942764
13,13,0.771771558707826
13,11,0.027694819383725644
11,13,0.49316076636981165
13,3,0.0879071787583996
3,13,0.36456332399242797
13,13,0.05846830656821567
13,13,0.10958648429644313
13,14,0.07822048824627359
14,14,0.1382345830068914
14,10,0.08507525997279686
10,11,1.5890373909066398
11,15,0.7966920213453932
15,14,0.28543207366365664
14,10,0.38135600601384567
10,11,0.35681734105813234
11,14,0.09625240749531372
14,2,0.3373376483681625
2,10,0.3313423247201115
10,15,0.03183867522372452
15,3,0.03723978550019069
3,11,0.00820593066171682
11,3,0.3584525810839523
3,14,0.10397427301467133
14,2,0.48353766731267456
2,10,0.7649460593762569
