t,s1,t1,s2,t2,s3,t3,s4,t4
12,1,1,1,1,0,0,2,2
12,1,1,1,2,0,0,2,3
12,1,1,2,2,0,0,3,2
12,0,0,2,3,0,0,2,3
12,0,0,3,2,0,0,3,2
12,0,0,2,3,0,0,0,0
12,0,0,3,2,0,0,0,0
13,1,2,3,1,0,0,3,2
13,2,2,1,1,0,0,0,0
13,2,3,1,1,0,0,0,0
13,3,2,0,0,0,0,0,0
13,2,2,0,0,0,0,0,0
13,2,3,0,0,0,0,0,0
14,2,3,1,2,0,0,3,2
15,3,2,2,3,0,0,3,2
15,2,3,3,2,0,0,2,3
15,3,4,0,0,0,0,3,1
15,0,0,0,0,0,0,1,1
16,1,1,3,2,0,0,1,1
16,1,1,2,3,0,0,1,1
16,1,1,0,0,0,0,1,1
16,0,0,0,0,0,0,1,1
16,0,0,0,0,0,0,1,2
16,0,0,0,0,0,0,2,2
17,0,0,1,1,0,0,3,2
17,0,0,0,0,0,0,2,3
17,0,0,0,0,0,0,3,2
18,1,1,1,1,0,0,3,2
18,0,0,1,1,0,0,2,3
18,0,0,1,2,0,0,3,2
18,0,0,0,0,0,0,2,3
20,1,2,2,3,0,0,2,3
20,2,2,3,2,0,0,0,0
21,3,2,0,0,0,0,1,1
21,0,0,0,0,0,0,1,1
21,0,0,0,0,0,0,1,1
22,2,3,0,0,0,0,1,1
22,3,2,0,0,0,0,1,1
22,0,0,0,0,0,0,1,2
22,0,0,0,0,0,0,2,2
22,0,0,0,0,0,0,2,3
22,0,0,0,0,0,0,3,2
22,0,0,0,0,0,0,2,3
22,0,0,0,0,0,0,3,2
22,0,0,0,0,0,0,2,3
23,0,0,3,2,0,0,2,3
23,0,0,0,0,0,0,3,2
23,0,0,0,0,0,0,2,3
23,0,0,0,0,0,0,3,2
23,0,0,0,0,0,0,2,3
23,0,0,0,0,0,0,3,1
24,3,3,3,2,0,0,1,1
24,3,2,0,0,0,0,1,1
24,0,0,0,0,0,0,1,1
24,0,0,0,0,0,0,1,1
24,0,0,0,0,0,0,1,1
24,0,0,0,0,0,0,1,2
24,0,0,0,0,0,0,2,2
25,3,1,3,2,0,0,3,2
25,1,1,2,3,0,0,2,3
25,0,0,0,0,0,0,3,2
25,0,0,0,0,0,0,2,3
25,0,0,0,0,0,0,3,2
25,0,0,0,0,0,0,2,3
26,1,1,0,0,0,0,2,3
26,1,1,0,0,0,0,3,2
26,1,1,0,0,0,0,2,3
26,1,1,0,0,0,0,3,1
26,0,0,0,0,0,0,1,1
27,0,0,2,3,0,0,1,1
27,0,0,0,0,0,0,1,1
27,0,0,0,0,0,0,1,1
28,2,2,0,0,0,0,1,2
28,2,3,0,0,0,0,2,2
28,3,2,0,0,0,0,2,3
28,0,0,0,0,0,0,3,2
28,0,0,0,0,0,0,2,3
28,0,0,0,0,0,0,3,2
29,2,3,3,4,0,0,3,2
29,3,2,4,1,0,0,2,3
29,2,3,1,1,0,0,3,2
29,3,3,1,1,0,0,2,3
29,0,0,1,1,0,0,3,2
30,2,3,2,2,1,2,3,1
30,3,4,2,3,2,3,1,1
30,4,1,3,2,3,2,1,1
30,1,1,2,3,2,3,1,1
30,0,0,3,2,3,4,1,1
30,0,0,0,0,0,0,1,1
30,0,0,0,0,0,0,1,1
30,0,0,0,0,0,0,1,2
30,0,0,0,0,0,0,2,2
31,1,1,3,1,0,0,3,2
31,1,1,1,1,0,0,2,3
31,1,1,1,1,0,0,3,2
31,1,1,0,0,0,0,2,3
31,1,2,0,0,0,0,3,2
31,0,0,0,0,0,0,2,3
32,2,3,1,1,0,0,2,3
32,3,2,1,2,0,0,3,2
32,2,2,2,2,0,0,2,3
32,2,3,0,0,0,0,3,1
32,3,2,0,0,0,0,0,0
33,3,3,3,2,0,0,0,0
33,3,2,2,3,0,0,0,0
33,2,3,3,2,0,0,0,0
33,3,1,2,3,0,0,0,0
33,0,0,3,2,0,0,0,0
34,1,1,0,0,0,0,2,3
34,1,1,0,0,0,0,3,4
34,1,1,0,0,0,0,4,1
34,0,0,0,0,0,0,1,1
34,0,0,0,0,0,0,1,1
34,0,0,0,0,0,0,1,1
35,1,1,3,2,0,0,1,1
35,1,2,2,3,0,0,1,1
35,2,2,3,2,0,0,1,2
35,0,0,2,3,0,0,2,2
35,0,0,0,0,0,0,2,3
35,0,0,0,0,0,0,3,2
35,0,0,0,0,0,0,2,3
36,0,0,3,4,0,0,2,3
36,0,0,0,0,0,0,3,2
36,0,0,0,0,0,0,2,3
36,0,0,0,0,0,0,3,2
37,3,2,0,0,1,2,3,2
37,2,2,0,0,2,3,2,3
37,2,3,0,0,0,0,0,0
38,2,3,0,0,2,3,0,0
38,3,3,0,0,0,0,0,0
38,3,2,0,0,0,0,0,0
39,0,0,0,0,0,0,1,2
39,0,0,0,0,0,0,2,3
39,0,0,0,0,0,0,3,4
40,3,4,1,1,0,0,0,0
40,4,1,0,0,0,0,0,0
40,1,1,0,0,0,0,0,0
40,1,1,0,0,0,0,0,0
41,1,1,1,1,0,0,0,0
41,1,1,1,1,0,0,0,0
41,1,1,0,0,0,0,0,0
42,2,2,2,2,0,0,0,0
42,2,3,2,3,0,0,0,0
42,3,2,3,2,0,0,0,0
42,2,2,2,3,0,0,0,0
42,0,0,3,2,0,0,0,0
43,3,2,3,2,0,0,0,0
43,2,3,0,0,0,0,0,0
43,3,3,0,0,0,0,0,0
44,2,3,3,2,0,0,0,0
44,3,1,2,3,0,0,0,0
44,1,1,3,2,0,0,0,0
44,0,0,2,3,0,0,0,0
45,1,1,3,4,4,1,0,0
45,1,1,0,0,1,2,0,0
45,1,1,0,0,0,0,0,0
45,1,1,0,0,0,0,0,0
45,1,2,0,0,0,0,0,0
45,2,2,0,0,0,0,0,0
45,2,3,0,0,0,0,0,0
46,2,2,0,0,3,2,1,2
46,0,0,0,0,2,3,0,0
46,0,0,0,0,3,4,0,0
47,3,2,0,0,0,0,3,4
47,2,3,0,0,0,0,0,0
47,3,3,0,0,0,0,0,0
47,3,2,0,0,0,0,0,0
48,3,4,1,1,0,0,0,0
48,4,1,0,0,0,0,0,0
48,1,1,0,0,0,0,0,0
48,1,1,0,0,0,0,0,0
48,1,1,0,0,0,0,0,0
48,1,1,0,0,0,0,0,0
49,1,1,1,1,0,0,0,0
49,1,2,1,1,0,0,0,0
49,2,2,1,2,0,0,0,0
49,2,3,2,2,0,0,0,0
49,3,2,2,3,0,0,0,0
49,2,2,3,2,0,0,0,0
49,2,3,2,3,0,0,0,0
49,0,0,3,2,0,0,0,0
49,0,0,2,3,0,0,0,0
49,0,0,3,2,0,0,0,0
50,2,3,3,2,0,0,0,0
50,3,3,2,3,0,0,0,0
50,3,2,3,2,0,0,0,0
50,2,3,2,3,0,0,0,0
50,0,0,3,3,0,0,0,0
50,0,0,3,4,0,0,0,0
51,1,1,0,0,1,2,0,0
51,1,1,0,0,2,3,0,0
51,1,1,0,0,0,0,0,0
52,1,1,0,0,2,3,1,2
52,1,1,0,0,3,4,2,3
52,1,2,0,0,0,0,3,4
52,2,2,0,0,0,0,0,0
52,2,3,0,0,0,0,0,0
53,2,2,0,0,0,0,0,0
53,2,3,0,0,0,0,0,0
53,3,2,0,0,0,0,0,0
53,2,3,0,0,0,0,0,0
53,3,3,0,0,0,0,0,0
53,3,2,0,0,0,0,0,0
54,3,4,1,1,0,0,0,0
54,4,1,0,0,0,0,0,0
54,1,1,0,0,0,0,0,0
54,1,1,0,0,0,0,0,0
54,1,1,0,0,0,0,0,0
54,1,1,0,0,0,0,0,0
54,1,1,0,0,0,0,0,0
55,1,2,1,1,0,0,0,0
55,2,2,1,1,0,0,0,0
55,2,3,1,2,0,0,0,0
55,3,2,2,2,0,0,0,0
55,2,2,2,3,0,0,0,0
55,2,3,0,0,0,0,0,0
55,3,2,0,0,0,0,0,0
56,3,3,2,3,0,0,0,0
56,3,2,3,2,0,0,0,0
56,2,3,0,0,0,0,0,0
56,3,1,0,0,0,0,0,0
56,1,1,0,0,0,0,0,0
56,1,1,0,0,0,0,0,0
56,1,1,0,0,0,0,0,0
57,1,1,3,2,0,0,0,0
57,1,1,2,3,0,0,0,0
57,1,2,3,2,0,0,0,0
57,2,2,2,3,0,0,0,0
57,2,3,3,2,0,0,0,0
57,3,2,2,3,0,0,0,0
57,0,0,3,3,0,0,0,0
57,0,0,3,4,0,0,0,0
58,2,3,1,1,1,2,1,2
58,3,2,1,1,2,3,2,3
58,2,3,1,1,3,2,3,4
58,3,3,0,0,2,3,0,0
58,3,2,0,0,3,4,0,0
58,2,3,0,0,0,0,0,0
58,3,4,0,0,0,0,0,0
58,4,1,0,0,0,0,0,0
58,1,1,0,0,0,0,0,0
58,1,1,0,0,0,0,0,0
59,1,1,1,2,0,0,0,0
59,0,0,2,2,0,0,0,0
59,0,0,2,3,0,0,0,0
59,0,0,3,2,0,0,0,0
59,0,0,2,3,0,0,0,0
59,0,0,3,2,0,0,0,0
59,0,0,2,3,0,0,0,0
60,1,1,2,3,0,0,0,0
60,1,2,3,2,0,0,0,0
60,2,2,2,3,0,0,0,0
60,0,0,3,2,0,0,0,0
60,0,0,2,3,0,0,0,0
61,3,2,3,4,1,2,1,2
61,2,2,0,0,2,3,0,0
61,2,3,0,0,3,2,0,0
61,0,0,0,0,2,3,0,0
61,0,0,0,0,3,4,0,0
62,0,0,0,0,0,0,3,4
63,2,3,0,0,0,0,0,0
63,3,3,0,0,0,0,0,0
63,3,2,0,0,0,0,0,0
63,2,3,0,0,0,0,0,0
63,3,1,0,0,0,0,0,0
63,1,1,0,0,0,0,0,0
63,1,1,0,0,0,0,0,0
63,1,1,0,0,0,0,0,0
64,1,1,0,0,0,0,0,0
64,1,1,0,0,0,0,0,0
64,1,2,0,0,0,0,0,0
64,2,2,0,0,0,0,0,0
64,2,3,0,0,0,0,0,0
64,3,2,0,0,0,0,0,0
64,2,2,0,0,0,0,0,0
64,2,3,0,0,0,0,0,0
65,2,3,0,0,0,0,0,0
65,3,3,0,0,0,0,0,0
66,2,3,1,1,0,0,0,0
66,3,4,1,1,0,0,0,0
66,4,1,1,1,0,0,0,0
66,1,1,1,1,0,0,0,0
66,1,1,1,2,0,0,0,0
66,1,1,2,2,0,0,0,0
66,1,1,0,0,0,0,0,0
66,1,1,0,0,0,0,0,0
66,1,1,0,0,0,0,0,0
66,1,2,0,0,0,0,0,0
67,2,3,3,2,0,0,0,0
67,3,2,2,3,0,0,0,0
67,2,2,3,2,0,0,0,0
67,2,3,2,3,0,0,0,0
67,3,2,3,2,0,0,0,0
67,2,3,0,0,0,0,0,0
68,3,2,3,2,1,2,0,0
68,2,3,2,3,0,0,0,0
68,3,1,3,2,0,0,0,0
68,1,1,2,3,0,0,0,0
68,1,1,3,3,0,0,0,0
68,1,1,3,4,0,0,0,0
68,1,1,0,0,0,0,0,0
68,1,1,0,0,0,0,0,0
68,1,1,0,0,0,0,0,0
69,2,2,0,0,3,2,1,2
69,2,3,0,0,2,3,2,3
69,3,2,0,0,3,4,3,4
69,2,2,0,0,0,0,0,0
69,2,3,0,0,0,0,0,0
70,2,3,1,1,0,0,0,0
70,3,3,1,1,0,0,0,0
70,3,2,1,1,0,0,0,0
70,2,3,1,1,0,0,0,0
70,3,4,0,0,0,0,0,0
71,0,0,2,2,0,0,0,0
71,0,0,2,3,0,0,0,0
71,0,0,3,2,0,0,0,0
71,0,0,2,3,0,0,0,0
71,0,0,3,2,0,0,0,0
71,0,0,2,3,0,0,0,0
71,0,0,3,2,0,0,0,0
71,0,0,2,3,0,0,0,0
71,0,0,3,2,0,0,0,0
72,0,0,3,2,1,2,1,2
72,0,0,2,3,2,3,2,3
72,0,0,3,3,3,2,3,4
72,0,0,3,4,2,3,0,0
72,0,0,0,0,3,4,0,0
